,메뉴명,설명
301,도토리묵,"원래부터 식감이 좋은데다 보통 냉장고에서 차갑게 해서 먹기 때문에 여름에 특히 별미로 수요가 높고, 냉국처럼 먹는 묵사발은 식당에서 밑반찬으로 나오면 인기가 좋다"
302,도토리묵,야들야들 상큼상큼 맛있는 음식
303,도토리묵,"젓가락으로 집어먹는 당신, 젓가락질 고수?"
304,도토리묵,일반 묵에 비해 값이 좀 더 나간다
305,도토리묵,저칼로리 다이어트 음식으로 알려져 있어서 주로 다이어트를 하는 사람들이 야채와 함께 먹는다
306,도토리묵,메밀묵과 마찬가지로 무침으로 먹을 수도 있고 양념장에 찍어 먹을 수도 있다
307,도토리묵,보통 양념간장으로 간을 한다
308,도토리묵,혹은 육수를 붓고 갖은 고명을 얹어 묵밥을 만들어 먹기도 한다
309,돈가스,남자들에게 인기가 많고 대부분의 남자들이 좋아하는 음식이다.
310,돈가스,이것은 돼지고기를 저민 뒤 튀김옷을 입혀 튀기는 일본풍 커틀릿 요리를 가리킨다
311,돈가스,"20세기 후반이나 지금이나 어린이들한테는 가장 사랑받는 음식이며, 과거에는 생일파티때 친구들의 집에 놀러가면 가장 아이들이 먹고 싶어했던 음식 1순위권이었다"
312,돈가스,남자라면 제육과 더불어 환장하는 음식
313,돈가스,바삭바삭 튀김옷 속에 숨은 고기는 행복이죠
314,돈가스,경양식 일식 가리지않고 맛있어요
315,돈가스,"?경양식?식당에서 많이 팔기도 했고, 현대에 들어온?일식?요리와 달리 옛날에 들어온 기존 요리는 양식이라는 인식이 강하다"
316,돈가스,"치즈 대신에?고구마를 고기 사이에 넣은 고구마요리나, 치즈와 고구마를 같이 넣은 고구마치즈요리 등도 있다"
317,돈가스,한국에서는 대표적인 외식 메뉴들 중 하나로 인기 있는 메뉴
318,돈가스,한국에선?치즈 요리?등 이러한 변주가 있는 요리들 역시 인기가 좋다
319,돈가스,소스는 대표적으로?데미글라스 소스와?우스터 소스를 베이스로 한 소스를 사용한다
320,돌솥비빔밥,날치알 등을 넣어 알밥이 되기도 한다
321,돌솥비빔밥,뜨거운 돌솥에 밥과 나물을 넣고 비벼먹는 비빔밥의 한 종류이다
322,돌솥비빔밥,날치알 등을 넣어 알밥이 되기도 한다
323,돌솥비빔밥,다 먹고 밑에 눌어붙은 부분이 별미
324,돌솥비빔밥,지글지글 따닥따닥 소리는 입맛을 돋구어줘요
325,돌솥비빔밥,각종 야채와 고추장 밥 비벼서 슥슥 먹으면 한끼 뚝딱
326,돌솥비빔밥,나물의 종류를 약간 달리해서 일반 비빔밥보다 조금 더 비싼 편이다
327,돌솥비빔밥,이 요리의 매력은 밥이 약간 타서 누룽지를 만들 수 있다는 점에 있다
328,돌솥비빔밥,콩나물냉국이나 된장국과 같이 먹으면 영양학적으로 우수해져서 한층 더 비빔밥을 즐기기에 좋아진다
329,돌솥비빔밥,여러 건강한 재료가 들어가고 겉보기에도 여러 색의 재료와 돌솥 특유의 남은 열로 인해 치직 거리며 구워지는 소리가 즐거움을 주기 때문에 인기 메뉴이며 계란을 빼고 고기 대신 두부를 토핑으로 선택하면 균형잡힌 채식이 되기 때문에 비건 메뉴로써도 꽤 인기가 있다
330,돌솥비빔밥,식당에서의 밥 메뉴들 중에서도 제육덮밥과 함께 가장 주문이 많이 들어오는 음식이기도 하다
331,돼지갈비,"간장을 베이스로 한 달콤짭짤한 양념에 재워 만드는 요리로 구이, 찜, 탕 등이 있으며 각각의 요리에 사용되는 양념배합은 미묘하게 다르다"
332,돼지갈비,"직화로 숯불에 구워 먹을 때는 고추장을 쓰면 쉽게 타기 때문에 간장 베이스 양념을 많이 쓰지만, 철판이나 프라이팬에 구워 먹을 때는 고추장을 섞은 양념을 쓰는 경우도 꽤 많다"
333,돼지갈비,양념에 재워서 달달하게 먹으면 행복 그자체
334,돼지갈비,밥이 순식간에 사라질거예요
335,돼지갈비,돼지 등심을 얇게 저며 돼지갈비용 양념에 재워 구워먹는 갈비라든가 매운맛을 첨가한 매운 돼지갈비도 있다
336,돼지갈비,돼지의 갈비뼈에 붙은 살 또는 그 살을 먹기 좋게 요리한 것
337,돼지갈비,보통 후식으로 냉면을 먹으며 소주나 맥주와도 잘 어울리는 음식이다
338,돼지갈비,돼지의 갈비뼈에 붙은 살 또는 그 살을 먹기 좋게 요리한 것 
339,돼지갈비,회식 메뉴나 저녁식사로 맥주와 함께 곁들여 먹기 좋다.
340,돼지갈비,삼겹살과 더불어 가장 인기가 많은 돼지고기이다.
341,돼지갈비,생이나 양념으로 구워먹는 경우가 많다
342,돼지갈비,"돼지갈비의 경우 오늘날에는 많이 대중화되어서 전국 어디에 가나 맛있는 집이 있으며, 서울에서는 마포역 부근과 성수동 지역에 돼지갈비 골목이 성업하고 있다"
343,돼지불고기,간장이나 고추장 베이스의 불고기를 일컫는다
344,돼지불고기,"좋은 점은 돼지고기 부위의 호환성이 무척 좋아서 앞다리살, 삼겹살, 목살 등 돼지고기 어느 부위든 고추장빨로 승화시킬 수 있다는 점이다"
345,돼지불고기,양념 되어있어서 달달짭쪼름 맛있어요
346,돼지불고기,"쌈장, 마늘이랑 쌈싸서 먹으면 아 맛있겠다"
347,돼지불고기,고추장을 넣어 주물럭으로 해 먹어도 맛있다
348,돼지불고기,기사식당 등 저렴한 가격대의 식당에서는 이것이 포함된 백반 일명 돼지불백이 단골 메뉴로 올라와 있다
349,돼지불고기,제육볶음과 돼지 두루치기와 비슷한 요리이다
350,돼지불고기,식당에 가면 불고기 다 먹고 남은 양념과 남은 고기 등으로 볶음밥을 해주기도 한다
351,된장찌개,한국인들이 좋아하며 단일 메뉴로는 그렇게 비싸지 않은 편이다
352,된장찌개,대한민국?전통 국민찌개
353,된장찌개,한국인의 소울푸드죠
354,된장찌개,돼지고기 숭덩숭덩 잘라넣어 먹어도 너무 맛있어요
355,된장찌개,"주재료로는?두부?이외에 주로?애호박,?파,?부추,?양파,?배추,?냉이,?아욱,?시금치,?시래기,?달래?등이 이용되며, 그 다음으로는?감자나?고추,?팽이버섯,?콩나물?등이 있다"
356,된장찌개,칼칼하고 감칠맛이 나며 구수하다
357,된장찌개,고깃집에서 식사 메뉴로 인기가 많다
358,된장찌개,해장으로도 좋으며 삼겹살집에서 많이 먹는다.
359,떡갈비,외국인이 좋아하는 음식으로 꼽히며 밥반찬으로 매우 좋다
360,떡갈비,"가격은 꽤 비싼편에 속하며, 소고기를 주로 사용한다"
361,떡갈비,지글지글 구워서 먹으면 너무 맛있어요
362,떡갈비,은근히 밥도둑이에요
363,떡갈비,입맛이 없을때 먹기 좋다.
364,떡갈비,"담양식 떡갈비는 한우만으로 만든다는 점과 대부분 수작업으로 고기손질을 하기 때문에, 송정리식에 비해 다소 가격대가 높다"
365,떡갈비,"쇠고기와 돼지고기를 다진 것을 절반씩 섞어서 갖은 양념에 버무린 뒤, 직사각형으로 빚어 석쇠에 얹어 양념을 발라가며 숯불에 구워 만드는 음식이다"
366,떡갈비,외국인들이 제일 좋아하는 한국 요리로 꼽힌다
367,떡갈비,"궁중에서 왕이 즐겨 먹던 가리구이식의 음식이 원형으로, 지역에 유배된 양반들이 먹기 위해 조리법이 전해오던것을 각 지방별 특색에 맞게 발전함"
368,떡갈비,고기를 손질하여 떡처럼 모양을 만들어 숯에 구워 먹는 음식
369,떡국,즉 떡의 모양이 희다고 하여 백탕 떡을 넣고 끓인 탕이라 하여 병탕떡 병이라 했다 
370,떡국,떡을 물에 넣고 끓여 내는 국으로 새해 첫날과 설날을 대표하는 한국 요리
371,떡국,끓일 때 처음부터 떡을 넣는 특성상 녹말 성분이 배어나와 일반적인 국 요리와 달리 스프처럼 국물이 걸쭉해진다
372,떡국,새해 첫날에 먹는 풍속이 있다 
373,떡국,먹으면 한살이 늘어나는 음식
374,떡국,설날 식탁에 빠질 수 없죠
375,떡국,김가루 솔솔 뿌려먹으면 국물이 짭짤고소해져요
376,떡국,여기에는 떡국 자체가 본래 긴 가래떡으로 만드는 것이기 때문에 국수처럼 오래 살라는 뜻이 있다 
377,떡국,가래떡은 긴 생명과 건강 엽전처럼 썬 떡국떡은 재물 운 조롱이떡은 액막이 오색 고명은 한국 고유의 전통 색을 상징한다 
378,떡국,지역별로 오랜 역사를 가진 음식이라 그 형태가 엄청나게 다양하면서도 공통적으로 빨갛고 매운맛이 나는 경우가 없는 한국 음식 중 하나
379,떡국,라고 하는 데서 유래하여 첨세병이라 부르기도 한다 
380,떡국,나이를 물을 때 병탕 몇 사발 먹었느냐
381,떡만두국,사리곰탕면에 불린 떡국떡과 만두를 넣어도 비슷하게는 된다
382,떡만두국,레토르트 사골곰탕 만두 떡 대파 정도만 있어도 만들 수 있다
383,떡만두국,그냥 떡국만 먹기엔 아쉽잖아요
384,떡만두국,김가루 솔솔솔 뿌리면 간이 딱맞아서 맛있죠
385,떡만두국,떡이 원체 탄수화물 덩어리고 만두도 속재료가 들었기 때문에 다 먹고나면 상당한 포만감을 느낄 수 있다 
386,떡만두국,새해 특히 설날에 먹는 음식 중 하나
387,떡만두국,간단하게 말해서 떡국에다 만두를 넣은 국이다
388,떡만두국,손으로 빚은 만두를 떡국에 넣어 먹는다 
389,떡만둣국,"만두죽으로 만들든 제대로 국으로 만들든 조식으로 나오는 음식 중에?꼬리곰탕,?소시지 야채 볶음과 함께 가장 인기 있는 음식이다"
390,떡만둣국,"강원도식 요리의 경우,?감자와?황태를 넣고 같이 끓여 구수하고 시원한 맛이 일품이다"
391,떡만둣국,간단하게 말해서?떡국에다?만두를 넣은?국이다
392,떡만둣국,"새해, 특히?설날에 먹는?음식?중 하나"
393,떡볶이,"흔한 방식은 고추장을 사용한 빨간 떡볶이고, 간장, 케첩, 카레, 짜장, 크림소스 등의 양념을 사용한 방식도 있다"
394,떡볶이,"순대, 튀김, 라면, 김밥 등과 더불어 한국의 대표 국민 분식 중의 하나이자, 대표적인 길거리 음식 중의 하나이기도 하다"
395,떡볶이,떡과 부재료를 양념에 볶거나 끓여서 먹는 한국 요리의 하나
396,떡볶이,젊은 여성층에게 떡볶이는 인기가 많으며 스트레스를 받을 때 많이 먹는다고 한다
397,떡볶이,스트레스 받았을 때 제격인 음식
398,떡볶이,너무 매운걸로 먹으면 다음날 고생해요
399,떡볶이,"순대, 튀김이랑 같이 먹으면 행복"
400,떡볶이,튀김 혹은 순대와 곁들여 먹는 경우도 제법 많다
401,떡볶이,여자친구와 같이 먹으면 대부분 좋아한다.
402,떡볶이,"컵으로로 간단하게 즐기는 길거리 음식, 분식집의 간단한 식사 메뉴, 술집이나 포장마차에서의 안주 등 다양한 상황에서 즐길 수 있다"
403,떡볶이,"떡과 고추장 양념 베이스를 기본으로 하여 각종 채소와 어묵, 가공육, 삶은 계란, 라면이나 당면 등 기호에 따른 각종 재료가 들어간다"
404,또띠아,"납작한 모양 덕분에?고기,?야채?등으로 각종 재료를 얹은 뒤 돌돌 말아서 싸 먹는데, 이것이 바로?타코 혹은 파히타를 먹을 때 싸먹으라고 나오는 경우도 있다"
405,또띠아,"안에 고기, 해산물 무얼 싸먹어도 어울려요"
406,또띠아,다양한 소스를 넣어 먹으면 안물리고 계속 먹을 수 있어요
407,또띠아,양식의 범주에 들어가며 여러 재료와 함께 먹는다.
408,또띠아,"멕시코에서는 이 밍밍한 빵을 당연히 그냥 먹지는 않고,?바게트처럼 뭔가를 곁들여 먹는 게 일반적이다"
409,또띠아,"원주민들에게서 기원한 멕시코, 과테말라, 엘살바도르 등 메소아메리카의 음식이다"
410,라멘,기름진 육수를 사용하는 일본 라멘과는 달리 보통은 쇠고기 살코기 부분을 넣어 기름기가 일본 라멘보다 현저히 적고 맛도 일반적인 국수처럼 담백한 맛이다 
411,라멘,꼬들한 면과 각종 토핑 그리고 국물이 생각날 때 좋은 음식
412,라멘,일본 여행갔을 때 빼놓을 수 없어요
413,라멘,일본의 젊은 층에게 인기있는 음식 
414,라멘,일본식 중화요리로 탕면을 일본화 한것이다
415,라멘,고기육수에 짠맛이 난다
416,라면,물놀이를 하고 보통 컵라면을 많이 먹는다.
417,라면,실제로도 가격이 아주 싼 편이다
418,라면,간단하게 해장하고 숙취를 해소하기에도 아주 좋다.
419,라면,간식 및 야식으로서의 활용도 또한 매우 높다
420,라면,한국인이라면 싫어할 수 없겠죠
421,라면,야식 하면 떠오르는 음식 1순위
422,라면,신김치랑 같이 먹으면 최고 최고
423,라면,또한 가성비 면에서도 나름 출중하기 때문에 주머니가 가벼운 자취생이나 학생들에게도 늘 사랑받는 음식이기도 하다
424,라면,빠른 식사나 간단한 야식으로 즐겨먹기 좋은 특성상 한국 뿐만 아니라 세계 각지에서도 제법 많이 소비된다
425,라면,자취생들이 가장 많이 먹는 음식이기도 하다.
426,라면,"면은 꼬불꼬불한 형태의 밀가루 면을 기름에 튀겨 건조한 유탕면이 가장 흔하며, 간혹 다이어트나 보존성 등을 세일즈포인트로 내세우는 건면 제품도 존재한다"
427,라면,"한국의 대표적인 음식 중 하나로 면과 스프, 그리고 다양한 추가 재료로 구성되는 것이 보통이다"
428,라면,"국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품, 또는 그것을 물에 넣고 끓인 요리를 말한다"
429,라면,"부가적으로 넣는 재료로는 계란, 양파, 대파 등이 대중적이며 더 푸짐하게 먹을 목적으로 떡, 소시지, 치즈 등을 넣기도 한다"
430,라볶이,떡볶이에 라면사리가 추가된 요리
431,라볶이,쫄면을 사용하면 쫄볶이로 불린다
432,라볶이,꼬들한 라면사리에 배어있는 매콤한 소스는 말해 뭐해
433,라볶이,분식집에서 쉽게 먹을 수 있으며 튀김이나 순대와 같이 먹는 경우가 많다
434,라볶이,떡도 먹고 라면도 먹고 선택지가 다양해서 좋아요
